brand,model,module_type,speed,number_of_modules,module_size,price_per_gb,color,first_word_latency,cas_timing,error_correction,price
adata,ax4u3200w4g16-qgz 16 gb,ddr4,{'cycles': 3200000000},0.4285714285714285,{'total': 4000000000},"['usd', '0.00']",gold,0.3530218671830871,0.6842105263157894,non-ecc / unbuffered,0.0
adata,ax4u3300w4g16-dgz 8 gb,ddr4,{'cycles': 3300000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / gold,0.3285725812958927,0.6842105263157894,non-ecc / unbuffered,0.0
adata,ax4u3300w4g16-qgz 16 gb,ddr4,{'cycles': 3300000000},0.4285714285714285,{'total': 4000000000},"['usd', '0.00']",gold,0.3285725812958927,0.6842105263157894,non-ecc / unbuffered,0.0
adata,ax4u3333w4g16-dgz 8 gb,ddr4,{'cycles': 3333000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / gold,0.3208262728959896,0.6842105263157894,non-ecc / unbuffered,0.0
adata,ax4u3333w4g16-qgz 16 gb,ddr4,{'cycles': 3333000000},0.4285714285714285,{'total': 4000000000},"['usd', '0.00']",gold,0.3208262728959896,0.6842105263157894,non-ecc / unbuffered,0.0
adata,flame 4 gb,ddr4,{'cycles': 2400000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / orange,0.6219640119422254,0.6842105263157894,non-ecc / unbuffered,0.0
adata,gaming series 1 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 1000000000},"['usd', '0.00']",black,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,gaming series 2 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 2000000000},"['usd', '0.00']",black / silver,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,gaming series 4 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 2000000000},"['usd', '0.00']",black,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,gaming series 6 gb,ddr3,{'cycles': 1600000000},0.2857142857142857,{'total': 2000000000},"['usd', '0.00']",black,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,plus series 4 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 2000000000},"['usd', '0.00']",red / silver,0.3530218671830871,0.2631578947368421,non-ecc / unbuffered,0.0
adata,plus series 6 gb,ddr3,{'cycles': 1600000000},0.2857142857142857,{'total': 2000000000},"['usd', '0.00']",red / silver,0.3530218671830871,0.2631578947368421,non-ecc / unbuffered,0.0
adata,premier 16 gb,ddr4,{'cycles': 2666000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",green / black,0.6962801581537963,0.8421052631578947,non-ecc / unbuffered,0.0
adata,premier 8 gb,ddr4,{'cycles': 2133000000},0.0,{'total': 8000000000},"['usd', '0.00']",green / black,0.681029613491487,0.631578947368421,non-ecc / unbuffered,0.0
adata,premier series 16 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / green,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
adata,premier series 4 gb,ddr2,{'cycles': 800000000},0.0,{'total': 4000000000},"['usd', '0.00']",green,0.756475429678044,0.1578947368421052,non-ecc / unbuffered,0.0
adata,premier series 8 gb,ddr3,{'cycles': 1333000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",blue / silver,0.6356814330670539,0.3157894736842105,non-ecc / unbuffered,0.0
adata,supreme series 2 gb,ddr2,{'cycles': 800000000},0.0,{'total': 2000000000},"['usd', '0.00']",green,0.756475429678044,0.1578947368421052,non-ecc / unbuffered,0.0
adata,supreme series 4 gb,ddr3,{'cycles': 1333000000},0.0,{'total': 4000000000},"['usd', '0.00']",green,0.6356814330670539,0.3157894736842105,non-ecc / unbuffered,0.0
adata,supreme series 8 gb,ddr3,{'cycles': 1333000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",green,0.6356814330670539,0.3157894736842105,non-ecc / unbuffered,0.0
adata,xpg gammix d10 32 gb,ddr4,{'cycles': 3000000000},0.1428571428571428,{'total': 16000000000},"['usd', '0.00']",black / white,0.4068425724199144,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg gammix d10 4 gb,ddr4,{'cycles': 2400000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / white,0.6219640119422254,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg gammix d10 64 gb,ddr4,{'cycles': 2666000000},0.4285714285714285,{'total': 16000000000},"['usd', '0.00']",black / white,0.5146453643185669,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg gammix d10 8 gb,ddr4,{'cycles': 3000000000},0.0,{'total': 8000000000},"['usd', '0.00']",red / white,0.4068425724199144,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg gammix d30 16 gb,ddr4,{'cycles': 3200000000},0.1428571428571428,{'total': 8000000000},"['usd', '4.107']",silver / black,0.3530218671830871,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg gammix d30 32 gb,ddr4,{'cycles': 3200000000},0.1428571428571428,{'total': 16000000000},"['usd', '0.00']",silver / black,0.3530218671830871,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg gaming series 12 gb,ddr3,{'cycles': 1600000000},0.2857142857142857,{'total': 4000000000},"['usd', '0.00']",black / silver,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,xpg gaming series 16 gb,ddr3,{'cycles': 2133000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",gray / silver,0.3026708625837165,0.3684210526315789,non-ecc / unbuffered,0.0
adata,xpg gaming series 4 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / silver,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,xpg gaming series 6 gb,ddr3,{'cycles': 2000000000},0.2857142857142857,{'total': 2000000000},"['usd', '0.00']",black / silver,0.2723311546840958,0.3157894736842105,non-ecc / unbuffered,0.0
adata,xpg gaming series 8 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,xpg gaming series v2.0 16 gb,ddr3,{'cycles': 2400000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / green,0.2858065036714273,0.4210526315789474,non-ecc / unbuffered,0.0
adata,xpg gaming series v2.0 4 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 2000000000},"['usd', '0.00']",black / green,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,xpg gaming series v2.0 6 gb,ddr3,{'cycles': 1600000000},0.2857142857142857,{'total': 2000000000},"['usd', '0.00']",black / green,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,xpg gaming series v2.0 8 gb,ddr3,{'cycles': 2400000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / green,0.2185104494472686,0.3684210526315789,non-ecc / unbuffered,0.0
adata,xpg gammix d10 16 gb,ddr4,{'cycles': 3200000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / silver,0.3530218671830871,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg plus series 8 gb,ddr3,{'cycles': 1333000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",red / silver,0.5146453643185669,0.2631578947368421,non-ecc / unbuffered,0.0
adata,xpg spectrix d41 16 gb,ddr4,{'cycles': 3600000000},0.1428571428571428,{'total': 8000000000},"['usd', '11.893']",black,0.308157831033648,0.7368421052631577,non-ecc / unbuffered,0.0
adata,xpg spectrix d41 32 gb,ddr4,{'cycles': 3200000000},0.1428571428571428,{'total': 16000000000},"['usd', '0.00']",gray,0.3530218671830871,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg spectrix d41 8 gb,ddr4,{'cycles': 3000000000},0.0,{'total': 8000000000},"['usd', '7.499']",black / white,0.4068425724199144,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg spectrix d50 16 gb,ddr4,{'cycles': 4133000000},0.1428571428571428,{'total': 8000000000},"['usd', '7.499']",black,0.2879851529089002,0.8421052631578947,non-ecc / unbuffered,0.0
adata,xpg spectrix d50 32 gb,ddr4,{'cycles': 3600000000},0.1428571428571428,{'total': 16000000000},"['usd', '5.000']",black,0.3530218671830871,0.7894736842105263,non-ecc / unbuffered,0.0
adata,xpg spectrix d60g 16 gb,ddr4,{'cycles': 3600000000},0.1428571428571428,{'total': 8000000000},"['usd', '11.694']",silver / black,0.308157831033648,0.7368421052631577,non-ecc / unbuffered,0.0
adata,xpg spectrix d60g 32 gb,ddr4,{'cycles': 3200000000},0.1428571428571428,{'total': 16000000000},"['usd', '0.00']",silver / black,0.3530218671830871,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg spectrix d80 16 gb,ddr4,{'cycles': 3200000000},0.1428571428571428,{'total': 8000000000},"['usd', '26.166']",red,0.3530218671830871,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg spectrix d40 16 gb,ddr4,{'cycles': 3000000000},0.1428571428571428,{'total': 8000000000},"['usd', '14.613']",red / black,0.4068425724199144,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg v1.0 16 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",red / white,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,xpg v1.0 4 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 4000000000},"['usd', '0.00']",blue / silver,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
adata,xpg v1.0 8 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / silver,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
adata,xpg v2 16 gb,ddr3,{'cycles': 2600000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / yellow,0.2289195513596384,0.4210526315789474,non-ecc / unbuffered,0.0
adata,xpg v2 8 gb,ddr3,{'cycles': 2600000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / yellow,0.2289195513596384,0.4210526315789474,non-ecc / unbuffered,0.0
adata,xpg v3 16 gb,ddr3,{'cycles': 2133000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / red,0.3026708625837165,0.3684210526315789,non-ecc / unbuffered,0.0
adata,xpg z1 16 gb,ddr4,{'cycles': 3200000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black,0.3530218671830871,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg z1 32 gb,ddr4,{'cycles': 3200000000},0.1428571428571428,{'total': 16000000000},"['usd', '0.00']",black / silver,0.3530218671830871,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg z1 8 gb,ddr4,{'cycles': 2400000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",red / black,0.6219640119422254,0.6842105263157894,non-ecc / unbuffered,0.0
adata,xpg™ gaming v2.0 series 8 gb,ddr3,{'cycles': 2400000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",red / black,0.2858065036714273,0.4210526315789474,non-ecc / unbuffered,0.0
amd,ae34g1609u1 4 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 4000000000},"['usd', '9.402']",red / black,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
amd,ae38g1609u1k 8 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",red / black,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
amd,ae38g1609u2 8 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 8000000000},"['usd', '0.00']",black / red,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
amd,ag316g2130u2k 16 gb,ddr3,{'cycles': 2133000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / red,0.3026708625837165,0.3684210526315789,non-ecc / unbuffered,0.0
amd,ap38g1869u1k 8 gb,ddr3,{'cycles': 1866000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / red,0.3244573549584443,0.3157894736842105,non-ecc / unbuffered,0.0
amd,ash1333u/8gb 8 gb,ddr3,{'cycles': 1333000000},0.0,{'total': 8000000000},"['usd', '0.00']",black / green,0.6356814330670539,0.3157894736842105,ecc / unbuffered,0.0
amd,entertainment edition 16 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
amd,entertainment edition 2 gb,ddr3,{'cycles': 1333000000},0.0,{'total': 2000000000},"['usd', '0.00']",black / red,0.6356814330670539,0.3157894736842105,non-ecc / unbuffered,0.0
amd,entertainment edition 4 gb,ddr3,{'cycles': 1333000000},0.0,{'total': 4000000000},"['usd', '0.00']",black,0.6356814330670539,0.3157894736842105,non-ecc / unbuffered,0.0
amd,entertainment edition 8 gb,ddr3,{'cycles': 1333000000},0.0,{'total': 8000000000},"['usd', '0.00']",black / red,0.6356814330670539,0.3157894736842105,non-ecc / unbuffered,0.0
amd,performance edition 16 gb,ddr3,{'cycles': 1866000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / red,0.3244573549584443,0.3157894736842105,non-ecc / unbuffered,0.0
amd,performance edition 4 gb,ddr3,{'cycles': 1333000000},0.1428571428571428,{'total': 2000000000},"['usd', '0.00']",black / red,0.5146453643185669,0.2631578947368421,non-ecc / unbuffered,0.0
amd,performance edition 8 gb,ddr3,{'cycles': 1866000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / red,0.4109577987573629,0.3684210526315789,non-ecc / unbuffered,0.0
amd,r5 entertainment 16 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
amd,r5 entertainment 4 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
amd,r5 entertainment 8 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 8000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
amd,r5 entertainment series 16 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
amd,r5 entertainment series 4 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
amd,r5 entertainment series 8 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 8000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
amd,r7 performance 4 gb,ddr4,{'cycles': 2133000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / red,0.681029613491487,0.631578947368421,non-ecc / unbuffered,0.0
amd,r7 performance 8 gb,ddr4,{'cycles': 2133000000},0.0,{'total': 8000000000},"['usd', '0.00']",black / red,0.681029613491487,0.631578947368421,non-ecc / unbuffered,0.0
amd,r9 2400 16 gb,ddr3,{'cycles': 2400000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / silver,0.2858065036714273,0.4210526315789474,non-ecc / unbuffered,0.0
amd,r9 gamer series 8 gb,ddr3,{'cycles': 2400000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / silver,0.2858065036714273,0.4210526315789474,non-ecc / unbuffered,0.0
amd,rg2133 gamer series 16 gb,ddr3,{'cycles': 2133000000},0.4285714285714285,{'total': 4000000000},"['usd', '0.00']",black / silver,0.3026708625837165,0.3684210526315789,non-ecc / unbuffered,0.0
amd,radeon r3 value series 16 gb,ddr3,{'cycles': 1333000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / red,0.6356814330670539,0.3157894736842105,non-ecc / unbuffered,0.0
amd,radeon r3 value series 4 gb,ddr3,{'cycles': 1333000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / red,0.6356814330670539,0.3157894736842105,non-ecc / unbuffered,0.0
amd,radeon r3 value series 8 gb,ddr3,{'cycles': 1333000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / red,0.6356814330670539,0.3157894736842105,non-ecc / unbuffered,0.0
amd,radeon r5 entertainment series 16 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
amd,radeon r5 entertainment series 4 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
amd,radeon r5 entertainment series 8 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
amd,radeon r9 gamer series 8 gb,ddr3,{'cycles': 2133000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / silver,0.3026708625837165,0.3684210526315789,non-ecc / unbuffered,0.0
antec,katana rgb 16 gb,ddr4,{'cycles': 3600000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black,0.3530218671830871,0.7894736842105263,non-ecc / unbuffered,0.0
apacer,commando 16 gb,ddr4,{'cycles': 2400000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / red,0.6219640119422254,0.6842105263157894,non-ecc / unbuffered,0.0
apacer,commando 32 gb,ddr4,{'cycles': 2400000000},0.4285714285714285,{'total': 8000000000},"['usd', '0.00']",black / red,0.6219640119422254,0.6842105263157894,non-ecc / unbuffered,0.0
apacer,panther silver 16 gb,ddr4,{'cycles': 2400000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / silver,0.6219640119422254,0.6842105263157894,non-ecc / unbuffered,0.0
apacer,panther silver 8 gb,ddr4,{'cycles': 2400000000},0.0,{'total': 8000000000},"['usd', '0.00']",black / silver,0.6219640119422254,0.6842105263157894,non-ecc / unbuffered,0.0
apacer,panther-golden 8 gb,ddr4,{'cycles': 2133000000},0.0,{'total': 8000000000},"['usd', '0.00']",black / gold,0.681029613491487,0.631578947368421,non-ecc / unbuffered,0.0
apotop,l3a4gx1-16cbda 4 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
apotop,l3a4gx2-16cbda 8 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / red,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
apotop,s3a4gx1-13c9eb 4 gb,ddr3,{'cycles': 1333000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / green,0.6356814330670539,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a2gx2-16c9bb 4 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 2000000000},"['usd', '0.00']",black / purple,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a4gx1-16c9gb 4 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 4000000000},"['usd', '0.00']",black / gold,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a4gx1-16cbwb 4 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 4000000000},"['usd', '0.00']",white / purple,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
apotop,u3a4gx2-16c9bb 8 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / purple,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a4gx2-16c9gb 8 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / gold,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a4gx2-16cacb 8 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / purple,0.5547486484305655,0.3684210526315789,non-ecc / unbuffered,0.0
apotop,u3a4gx2-16cbwb 8 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",white / purple,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
apotop,u3a4gx2-18c9gb 8 gb,ddr3,{'cycles': 1866000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / gold,0.3244573549584443,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a4gx2-18c9pb 8 gb,ddr3,{'cycles': 1866000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",white / purple,0.3244573549584443,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a4gx2-21c9gc 8 gb,ddr3,{'cycles': 2133000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",black / gold,0.2270636649721616,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a4gx2-21c9pc 8 gb,ddr3,{'cycles': 2133000000},0.1428571428571428,{'total': 4000000000},"['usd', '0.00']",white / purple,0.2270636649721616,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a8gx1-16c9gb 8 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 8000000000},"['usd', '0.00']",black / gold,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a8gx1-16cbwb 8 gb,ddr3,{'cycles': 1600000000},0.0,{'total': 8000000000},"['usd', '0.00']",white / purple,0.6556120390543048,0.4210526315789474,non-ecc / unbuffered,0.0
apotop,u3a8gx2-16c9ab 16 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / purple,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
apotop,u3a8gx2-16c9bb 16 gb,ddr3,{'cycles': 1600000000},0.1428571428571428,{'total': 8000000000},"['usd', '0.00']",black / purple,0.4538852578068264,0.3157894736842105,non-ecc / unbuffered,0.0
