brand,model,size,resolution,refresh_rate,response_time,panel_type,aspect_ratio,price
aoc,m2870vhe,0.26,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,va,16:9,0.0
aoc,p2370sd,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.2771084337349397,ips,16:9,0.0
aoc,pds241,0.176,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
aoc,pds271,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
aoc,q2577pwq,0.2,"{'width': 2560, 'height': 1440}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,q2770pqu,0.24,"{'width': 2560, 'height': 1440}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,q2778vqe,0.24,"{'width': 2560, 'height': 1440}",0.0909090909090909,0.036144578313253,tn,16:9,0.0
aoc,q2781pq,0.24,"{'width': 2560, 'height': 1440}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
aoc,q2790pqu/bt,0.24,"{'width': 2560, 'height': 1440}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
aoc,q27g2u/bk,0.24,"{'width': 2560, 'height': 1440}",0.3454545454545454,0.1566265060240964,va,16:9,0.0
aoc,q3279vwf,0.33,"{'width': 2560, 'height': 1440}",0.1363636363636363,0.1967871485943775,va,16:9,0.0
aoc,q3279vwfd8,0.33,"{'width': 2560, 'height': 1440}",0.1363636363636363,0.1566265060240964,ips,16:9,0.0
aoc,u2477pwq,0.172,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.1566265060240964,pls,16:9,0.0
aoc,u2790vq,0.24,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,u2868pqu,0.26,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.036144578313253,tn,16:9,0.0
aoc,u2870vqe,0.26,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.036144578313253,tn,16:9,0.0
aoc,u2879vf,0.26,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.036144578313253,tn,16:9,0.0
aoc,u3277fwq,0.33,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.1566265060240964,va,16:9,0.0
aoc,u3277pqu,0.33,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
aoc,u3277pwqu,0.34,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
aoc,u3477pqu,0.38,"{'width': 3440, 'height': 1440}",0.0909090909090909,0.1967871485943775,ips,21:9,0.0
aoc,aoc e2460swhu,0.172,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,tn,16:9,0.0
aoc,aoce960swn,0.07,"{'width': 1366, 'height': 768}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e1621sw,0.02,"{'width': 1366, 'height': 768}",0.0909090909090909,0.3172690763052209,tn,16:9,0.0
aoc,e2043fk,0.1,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2050swd,0.09,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2051sn,0.1,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2060sn,0.1,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2250swdn,0.14,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2251swdn,0.14,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2343f,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2343fi,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2351f,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2352phz,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2450swd,0.172,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2752she,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,tn,16:9,0.0
aoc,e2752vh,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,tn,16:9,0.0
aoc,e950sw,0.08,"{'width': 1366, 'height': 768}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,i2267fw,0.14,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2353ph,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2367fh,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2369v,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.2369477911646586,ips,16:9,0.0
aoc,i2769vm,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,q2963pm,0.2799999999999999,"{'width': 2560, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,21:9,0.0
aopen,32hc1qur pbidpx,0.33,"{'width': 2560, 'height': 1440}",0.3454545454545454,0.1967871485943775,va,16:9,0.0
acer,b193djbmdh,0.08,"{'width': 1280, 'height': 1024}",0.3454545454545454,0.1967871485943775,tn,5:4,0.0
acer,b193lajobmdh,0.08,"{'width': 1280, 'height': 1024}",0.1363636363636363,0.1967871485943775,tn,5:4,0.0
acer,b193wgjbmdh,0.08,"{'width': 1440, 'height': 900}",0.1363636363636363,0.1967871485943775,tn,16:10,0.0
acer,b193wlbjobmdh,0.08,"{'width': 1440, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:10,0.0
acer,b196l,0.08,"{'width': 1280, 'height': 1024}",0.1363636363636363,0.1967871485943775,tn,5:4,0.0
acer,b196l aymdr,0.08,"{'width': 1280, 'height': 1024}",0.0909090909090909,0.1967871485943775,ips,5:4,0.0
acer,b206hql bympr,0.09,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,va,16:9,0.0
acer,b206hql ymdh,0.09,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
acer,b223wgjbmdr,0.14,"{'width': 1680, 'height': 1050}",0.0909090909090909,0.1967871485943775,tn,16:10,0.0
acer,b223wl,0.14,"{'width': 1680, 'height': 1050}",0.0909090909090909,0.1967871485943775,tn,16:10,0.0
acer,b226hql,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,va,16:9,0.0
acer,b226hql ymdr,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
acer,b226hql ymiprx,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
acer,b226hqlaymdr,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.3172690763052209,tn,16:9,0.0
acer,b226wlymdr,0.14,"{'width': 1680, 'height': 1050}",0.0909090909090909,0.1967871485943775,tn,16:10,0.0
acer,b227q bmipr,0.13,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1566265060240964,ips,16:9,0.0
acer,b233hl jbmdh,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
acer,b233hlbjobmdh,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
acer,b236hlymdr,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.2369477911646586,ips,16:9,0.0
acer,b243h ajbdr,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,ips,16:9,0.0
acer,b243hl djobmdr,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
acer,b243hlbmdrz,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
acer,b243pwl kbmdrz,0.18,"{'width': 1920, 'height': 1200}",0.0909090909090909,0.5582329317269076,ips,16:10,0.0
acer,b243pwlajbmdrz,0.18,"{'width': 1920, 'height': 1200}",0.0909090909090909,0.5582329317269076,ips,16:10,0.0
acer,b246hl,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
acer,b246hlymdr,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
acer,b246hql aymidr,0.172,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.2369477911646586,ips,16:9,0.0
acer,b246hyl bymjjpprzx,0.176,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.2369477911646586,ips,16:9,0.0
acer,b246hyl ymdpr,0.176,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.2369477911646586,ips,16:9,0.0
acer,b246hyl ymipr,0.176,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
acer,b247w bmiprzx,0.176,"{'width': 1920, 'height': 1200}",0.1363636363636363,0.1566265060240964,ips,16:10,0.0
acer,b247y cbmipruzx,0.176,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1566265060240964,ips,16:9,0.0
acer,b247y bmiprczx bmiprczx,0.176,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1566265060240964,ips,16:9,0.0
acer,b247y bmiprx,0.176,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1566265060240964,ips,16:9,0.0
acer,b273hbmidhz,0.24,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1967871485943775,ips,16:9,0.0
acer,b276hk ymjdpprz,0.24,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.2369477911646586,ips,16:9,0.0
acer,b276hl,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,va,16:9,0.0
acer,b276hul cymiippprzx,0.24,"{'width': 2560, 'height': 1440}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
acer,b276hulymiidprz,0.24,"{'width': 2560, 'height': 1440}",0.0909090909090909,0.2369477911646586,ips,16:9,0.0
acer,b277 bmiprx,0.24,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.2369477911646586,ips,16:9,0.0
acer,b277 bmiprzx,0.24,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1566265060240964,ips,16:9,0.0
acer,b277k bmiipprzx,0.24,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
acer,b277u bmiipprzx,0.24,"{'width': 2560, 'height': 1440}",0.1363636363636363,0.1566265060240964,ips,16:9,0.0
acer,b286hk ymjdpprz,0.26,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.0763052208835341,tn,16:9,0.0
acer,b296clbmiidprz,0.2799999999999999,"{'width': 2560, 'height': 1080}",0.0909090909090909,0.3172690763052209,ips,21:9,0.0
acer,b326hk ymjdpphz,0.34,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.2369477911646586,ips,16:9,0.0
acer,b326hul ymiidphz,0.34,"{'width': 2560, 'height': 1440}",0.0909090909090909,0.2369477911646586,va,16:9,0.0
acer,b346c bmjdphzx,0.38,"{'width': 2560, 'height': 1080}",0.0909090909090909,0.2369477911646586,ips,21:9,0.0
acer,b346ck,0.38,"{'width': 3440, 'height': 1440}",0.0909090909090909,0.2369477911646586,ips,21:9,0.0
acer,b346ck bmijphzx,0.38,"{'width': 3440, 'height': 1440}",0.0909090909090909,0.2369477911646586,ips,21:9,0.0
acer,bh276 pbmiiprzx,0.24,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
