brand,model,form_factor,frequency_response,has_microphone,is_wireless,type,color,price
altec lansing,mzx736,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,blue / white,0.0
altec lansing,mzx736b,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,blue / black,0.0
altec lansing,mzx736w,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,blue / black,0.0
antec,bxh-100 blk,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / red,0.0
antec,bxh-100 grn,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,green / white,0.0
antec,bxh-100 gry,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / gray,0.0
antec,bxh-100 sil,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,silver,0.0
antec,bxh-100 whi,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,white / purple,0.0
apple,airpods pro,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,white,0.0
apple,mb770g,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,white,0.0
apple,md827ll/a,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,white,0.0
astro,3as50-eaw9f-319,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black / orange,0.0
astro,a30,supra-aural,"{'min': 15.0, 'max': 28000.0, 'default': none}",True,False,closed,black / red,0.0
astro,a38,supra-aural,"{'min': 15.0, 'max': 20000.0, 'default': none}",True,True,closed,black / blue,0.0
astro,a40,circumaural,"{'min': 15.0, 'max': 28000.0, 'default': none}",True,False,closed,black,0.0
astro,a40 + mixamp pro,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
astro,a40 + mixamp pro - black,circumaural,"{'min': 15.0, 'max': 28000.0, 'default': none}",True,False,closed,black / white,0.0
astro,a40 + mixamp pro - white,circumaural,"{'min': 15.0, 'max': 28000.0, 'default': none}",True,False,closed,black / white,0.0
astro,a40 tr,circumaural,"{'min': 20.0, 'max': 24000.0, 'default': none}",True,False,open,black,0.0
astro,a50,circumaural,"{'min': 20.0, 'max': 21000.0, 'default': none}",True,True,closed,black / blue,0.0
astro,a50 + base station ps4,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black / green,0.0
astro,a50 + base station xb1,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black / blue,0.0
astro,a50 - black,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
astro,a50 ps4 4th gen + base station,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
astro,a50 xbox 4th gen + base station,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
astro,gaming a10,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / blue,0.0
astro,gaming a20 call of duty,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,silver / black,0.0
astro,gaming a40 tr + mixamp pro tr,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / gold,0.0
astro,gaming a50 + base station,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,green / black,0.0
asus,cinevibe/blk,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
asus,hs-w1,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
asus,nc1/blk/alw/as,supra-aural,"{'min': 16.0, 'max': 22000.0, 'default': none}",False,False,closed,black,0.0
asus,orion,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
asus,orion pro,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
asus,rog centurion,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
asus,rog delta,circumaural,"{'min': 20.0, 'max': 40000.0, 'default': none}",True,False,closed,black / silver,0.0
asus,rog delta core,circumaural,"{'min': 20.0, 'max': 40000.0, 'default': none}",True,False,closed,black,0.0
asus,rog delta white edition,circumaural,"{'min': 20.0, 'max': 40000.0, 'default': none}",True,False,closed,white,0.0
asus,rog strix fusion 700,circumaural,"{'min': 20.0, 'max': 40000.0, 'default': none}",True,True,closed,black,0.0
asus,rog strix fusion 300,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,pink / white,0.0
asus,rog strix fusion wireless,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
asus,rog strix wireless,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black / red,0.0
asus,rog theta 7.1,circumaural,"{'min': 20.0, 'max': 40000.0, 'default': none}",True,False,closed,black,0.0
asus,strix 7.1,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / orange,0.0
asus,strix dsp,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / orange,0.0
asus,strix pro,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / orange,0.0
asus,tuf gaming h3,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
asus,tuf gaming h5,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / gold,0.0
asus,vulcan pro,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
audeze,lcd-gx,circumaural,"{'min': 10.0, 'max': 50000.0, 'default': none}",True,False,open,black / red,0.0
audeze,mobius,circumaural,"{'min': 10.0, 'max': 50000.0, 'default': none}",True,True,closed,blue / black,0.0
audio-technica,ath-a500x,circumaural,"{'min': 5.0, 'max': 30000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-a700,circumaural,"{'min': 5.0, 'max': 35000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-a700x,circumaural,"{'min': 5.0, 'max': 35000.0, 'default': none}",True,False,closed,black / blue,0.0
audio-technica,ath-a900x,circumaural,"{'min': 5.0, 'max': 40000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-ad1000x,circumaural,"{'min': 5.0, 'max': 40000.0, 'default': none}",False,False,open,black,0.0
audio-technica,ath-ad2000x,circumaural,"{'min': 5.0, 'max': 45000.0, 'default': none}",False,False,open,black,0.0
audio-technica,ath-ad500x,circumaural,"{'min': 5.0, 'max': 25000.0, 'default': none}",False,False,open,black,0.0
audio-technica,ath-ad700,circumaural,"{'min': 5.0, 'max': 30000.0, 'default': none}",False,False,open,purple,0.0
audio-technica,ath-ad700x,circumaural,"{'min': 5.0, 'max': 30000.0, 'default': none}",False,False,open,black,0.0
audio-technica,ath-ad900x,circumaural,"{'min': 5.0, 'max': 35000.0, 'default': none}",False,False,open,black,0.0
audio-technica,ath-adg1,circumaural,"{'min': 5.0, 'max': 30000.0, 'default': none}",True,False,open,black / red,0.0
audio-technica,ath-adg1x,circumaural,"{'min': 5.0, 'max': 35000.0, 'default': none}",True,False,open,black / blue,0.0
audio-technica,ath-ag1,circumaural,"{'min': 5.0, 'max': 35000.0, 'default': none}",True,False,closed,black / gold,0.0
audio-technica,ath-anc23,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
audio-technica,ath-anc23bk,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / gray,0.0
audio-technica,ath-anc25,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / gray,0.0
audio-technica,ath-anc27,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-anc27x,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-anc7b,circumaural,"{'min': 10.0, 'max': 25000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-anc9,circumaural,"{'min': 10.0, 'max': 25000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-chx5isbk,earbud,"{'min': 20.0, 'max': 22000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-chx5isbl,earbud,"{'min': 20.0, 'max': 22000.0, 'default': none}",True,False,closed,blue,0.0
audio-technica,ath-chx5isrd,earbud,"{'min': 20.0, 'max': 22000.0, 'default': none}",True,False,closed,red,0.0
audio-technica,ath-chx5iswh,earbud,"{'min': 20.0, 'max': 22000.0, 'default': none}",True,False,closed,white,0.0
audio-technica,ath-chx7isbk,earbud,"{'min': 15.0, 'max': 22000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-chx7isrd,earbud,"{'min': 15.0, 'max': 22000.0, 'default': none}",True,False,closed,red,0.0
audio-technica,ath-chx7iswh,earbud,"{'min': 15.0, 'max': 22000.0, 'default': none}",True,False,closed,white,0.0
audio-technica,ath-ck313ibgr,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,multicolor,0.0
audio-technica,ath-ck313ibk,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-ck313ibl,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black / blue,0.0
audio-technica,ath-ck313ird,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,red / black,0.0
audio-technica,ath-ck313iwh,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,white / black,0.0
audio-technica,ath-ck313mbgk,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-ck313mbgr,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black / green,0.0
audio-technica,ath-ck313mbl,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-ck313mbpk,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,pink / black,0.0
audio-technica,ath-ck313mbrd,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black / red,0.0
audio-technica,ath-ck313mbw,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,brown / black,0.0
audio-technica,ath-ck313mpk,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,pink / black,0.0
audio-technica,ath-ck313mrd,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,red / black,0.0
audio-technica,ath-ck313msv,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,silver / black,0.0
audio-technica,ath-ck313mwh,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,white,0.0
audio-technica,ath-ck323ibk,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-ck323ibl,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black / blue,0.0
audio-technica,ath-ck323ird,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black / red,0.0
audio-technica,ath-ck323isbk,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-ck323iwh,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,white,0.0
audio-technica,ath-ckf300gd,in ear,"{'min': 18.0, 'max': 23000.0, 'default': none}",False,False,closed,yellow,0.0
audio-technica,ath-ckf300lgr,in ear,"{'min': 18.0, 'max': 23000.0, 'default': none}",False,False,closed,yellow,0.0
audio-technica,ath-ckf300mgr,in ear,"{'min': 18.0, 'max': 23000.0, 'default': none}",False,False,closed,white,0.0
audio-technica,ath-ckf300pl,in ear,"{'min': 18.0, 'max': 23000.0, 'default': none}",False,False,closed,purple,0.0
audio-technica,ath-ckf300wh,in ear,"{'min': 18.0, 'max': 23000.0, 'default': none}",False,False,closed,white,0.0
audio-technica,ath-ckf500lpk,in ear,"{'min': 16.0, 'max': 23000.0, 'default': none}",False,False,closed,pink,0.0
audio-technica,ath-ckf500wh,in ear,"{'min': 16.0, 'max': 23000.0, 'default': none}",False,False,closed,white,0.0
audio-technica,ath-ckl202isbk,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-ckl202isbl,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,blue,0.0
audio-technica,ath-ckl202ispk,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,pink,0.0
audio-technica,ath-ckl202isrd,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,red,0.0
audio-technica,ath-ckl202iswh,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,white,0.0
audio-technica,ath-ckm500isbk,in ear,"{'min': 5.0, 'max': 25000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-ckm500isrd,in ear,"{'min': 5.0, 'max': 25000.0, 'default': none}",True,False,closed,black / red,0.0
audio-technica,ath-ckm500iswh,in ear,"{'min': 5.0, 'max': 25000.0, 'default': none}",True,False,closed,white,0.0
audio-technica,ath-ckm55bk,in ear,"{'min': 5.0, 'max': 24000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-ckp200bk,earbud,"{'min': 20.0, 'max': 23000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-ckp200bl,earbud,"{'min': 20.0, 'max': 23000.0, 'default': none}",False,False,closed,blue / black,0.0
audio-technica,ath-ckp200isbk,earbud,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-ckp200isbl,earbud,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,blue,0.0
audio-technica,ath-ckp200isrd,earbud,"{'min': 20.0, 'max': 23000.0, 'default': none}",True,False,closed,red,0.0
audio-technica,ath-ckp200rd,earbud,"{'min': 20.0, 'max': 23000.0, 'default': none}",False,False,closed,black / red,0.0
audio-technica,ath-ckp200wh,earbud,"{'min': 20.0, 'max': 23000.0, 'default': none}",False,False,closed,white,0.0
audio-technica,ath-ckp500bk,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-ckp500bl,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",False,False,closed,black / blue,0.0
audio-technica,ath-ckp500rd,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",False,False,closed,black / red,0.0
audio-technica,ath-ckp500wh,in ear,"{'min': 20.0, 'max': 23000.0, 'default': none}",False,False,closed,white,0.0
audio-technica,ath-ckr10,in ear,"{'min': 5.0, 'max': 40000.0, 'default': none}",False,False,closed,black / silver,0.0
audio-technica,ath-ckr30issv,in ear,"{'min': 5.0, 'max': 24000.0, 'default': none}",True,False,closed,white,0.0
audio-technica,ath-ckr3isbk,in ear,"{'min': 5.0, 'max': 24000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-ckr3isbl,in ear,"{'min': 5.0, 'max': 24000.0, 'default': none}",True,False,closed,blue,0.0
audio-technica,ath-ckr3isrd,in ear,"{'min': 5.0, 'max': 24000.0, 'default': none}",True,False,closed,red,0.0
audio-technica,ath-ckr3iswh,in ear,"{'min': 5.0, 'max': 24000.0, 'default': none}",True,False,closed,white,0.0
audio-technica,ath-ckr90is,in ear,"{'min': 5.0, 'max': 42000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-cks1000,in ear,"{'min': 5.0, 'max': 26000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-cks550isbl,in ear,"{'min': 5.0, 'max': 24000.0, 'default': none}",True,False,closed,blue,0.0
audio-technica,ath-cks550isrd,in ear,"{'min': 5.0, 'max': 24000.0, 'default': none}",True,False,closed,red,0.0
audio-technica,ath-cks55bk,in ear,"{'min': 5.0, 'max': 24000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-cks55ibk,in ear,"{'min': 5.0, 'max': 24000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-cks77bk,in ear,"{'min': 5.0, 'max': 25000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-cks99,in ear,"{'min': 5.0, 'max': 25000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-cks99i,in ear,"{'min': 5.0, 'max': 25000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-clr100bk,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",False,False,closed,black,0.0
audio-technica,ath-clr100bl,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",False,False,closed,blue,0.0
audio-technica,ath-clr100isbk,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",True,False,closed,black,0.0
audio-technica,ath-clr100isbl,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",True,False,closed,blue,0.0
audio-technica,ath-clr100islg,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",True,False,closed,green,0.0
audio-technica,ath-clr100ispk,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",True,False,closed,pink,0.0
audio-technica,ath-clr100iswh,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",True,False,closed,white,0.0
audio-technica,ath-clr100lg,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",False,False,closed,green,0.0
audio-technica,ath-clr100or,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",False,False,closed,orange,0.0
audio-technica,ath-clr100pk,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",False,False,closed,pink,0.0
audio-technica,ath-clr100pl,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",False,False,closed,purple,0.0
audio-technica,ath-clr100rd,in ear,"{'min': 20.0, 'max': 25000.0, 'default': none}",False,False,closed,red,0.0
