brand,model,capacity,price_per_gb,storage_type,platter_rpm,cache_amount,form_factor,interface,price
pny,prevail,{'total': 120000000000},"['usd', '2.580']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
pny,prevail elite,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
pny,ssd7cs2111-960-rb,{'total': 960000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
pny,xlr8,{'total': 120000000000},"['usd', '2.105']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
pny,xlr8 cs2311,{'total': 1000000000000},"['usd', '0.130']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
pny,xlr8 cs3030,{'total': 500000000000},"['usd', '0.136']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
pny,xlr8 pro,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
patriot,blast,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
patriot,blaze,{'total': 120000000000},"['usd', '1.858']",ssd,0.2040816326530612,{'total': 32000000},"2.5""",sata 6 gb/s,0.0
patriot,burst,{'total': 120000000000},"['usd', '0.166']",ssd,0.2040816326530612,{'total': 32000000},"2.5""",sata 6 gb/s,0.0
patriot,hellfire,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
patriot,ignite,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
patriot,ignite m2,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (b+m),0.0
patriot,inferno,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 3 gb/s,0.0
patriot,mac series xt,{'total': 60000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
patriot,pbt120gs25ssdr,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
patriot,pyro,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
patriot,pyro m3,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},msata,msata,0.0
patriot,pyro se,{'total': 60000000000},"['usd', '3.660']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
patriot,scorch,{'total': 512000000000},"['usd', '0.453']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (b+m),0.0
patriot,spark,{'total': 128000000000},"['usd', '0.703']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
patriot,torch,{'total': 60000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
patriot,torch le,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
patriot,torqx 2,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 3 gb/s,0.0
patriot,torqx trb,{'total': 64000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 3 gb/s,0.0
patriot,vpn100,{'total': 2000000000000},"['usd', '0.135']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
patriot,vpr100 rgb,{'total': 1000000000000},"['usd', '0.165']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
patriot,viper gaming vp4100,{'total': 2000000000000},"['usd', '0.200']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
patriot,wildfire,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
pioneer,aps-se20g,{'total': 2000000000000},"['usd', '0.113']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
pioneer,aps-se20g-1t,{'total': 1000000000000},"['usd', '0.115']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
pioneer,aps-se20g-256,{'total': 256000000000},"['usd', '0.148']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
pioneer,aps-se20g-512,{'total': 512000000000},"['usd', '0.117']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
plextor,m3 pro series,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
plextor,m3 series,{'total': 64000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 128000000},"2.5""",sata 6 gb/s,0.0
plextor,m5m,{'total': 256000000000},"['usd', '1.780']",ssd,0.2040816326530612,{'total': 512000000},msata,msata,0.0
plextor,m5p series,{'total': 512000000000},"['usd', '1.835']",ssd,0.2040816326530612,{'total': 768000000},"2.5""",sata 6 gb/s,0.0
plextor,m5p xtreme series,{'total': 256000000000},"['usd', '2.037']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
plextor,m5s series,{'total': 64000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 128000000},"2.5""",sata 6 gb/s,0.0
plextor,m6 pro,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 128000000},"2.5""",sata 6 gb/s,0.0
plextor,m6m,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 128000000},msata,msata,0.0
plextor,m6s,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 128000000},"2.5""",sata 6 gb/s,0.0
plextor,m6v,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
plextor,m6e,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},pci-e,pcie x4,0.0
plextor,m6e black edition,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},pci-e,pcie x2,0.0
plextor,m7v,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 1024000000},m.2-2280,m.2 (b+m),0.0
plextor,m8pe,{'total': 1000000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 1024000000},pci-e,pcie x4,0.0
plextor,m8vc,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
plextor,m8vg,{'total': 128000000000},"['usd', '0.437']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (b+m),0.0
plextor,m9pe,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (m),0.0
plextor,px-m2 series,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
plextor,px-m2p series,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
plextor,px-m3s series,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
plextor,s2g,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (b+m),0.0
qnap,m2080,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (b+m),0.0
sk hynix,gold p31,{'total': 500000000000},"['usd', '0.150']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (m),0.0
sk hynix,gold s31,{'total': 1000000000000},"['usd', '0.105']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
sk hynix,sh910a,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
sk hynix,sl308,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
sabrent,rocket,{'total': 512000000000},"['usd', '0.137']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (m),0.0
sabrent,rocket 4.0,{'total': 500000000000},"['usd', '0.180']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (m),0.0
sabrent,rocket htsk 4.0,{'total': 1000000000000},"['usd', '0.180']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (m),0.0
sabrent,rocket q,{'total': 2000000000000},"['usd', '0.110']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (m),0.0
sabrent,rocket q4,{'total': 1000000000000},"['usd', '0.150']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (m),0.0
samsung,470 series,{'total': 64000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 3 gb/s,0.0
samsung,750 evo,{'total': 500000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,830 series,{'total': 256000000000},"['usd', '1.562']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,840 evo,{'total': 120000000000},"['usd', '1.657']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,840 pro,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
samsung,840 pro series,{'total': 512000000000},"['usd', '0.986']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
samsung,840 series,{'total': 250000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
samsung,845dc evo,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
samsung,845dc pro,{'total': 400000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,850 evo,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 4096000000},m.2-2280,m.2 (b+m),0.0
samsung,850 evo-series,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 4096000000},"2.5""",sata 6 gb/s,0.0
samsung,850 pro,{'total': 2000000000000},"['usd', '0.349']",ssd,0.2040816326530612,{'total': 4096000000},"2.5""",sata 6 gb/s,0.0
samsung,850 pro series,{'total': 256000000000},"['usd', '0.891']",ssd,0.2040816326530612,{'total': 4096000000},"2.5""",sata 6 gb/s,0.0
samsung,860 evo,{'total': 1000000000000},"['usd', '0.100']",ssd,0.2040816326530612,{'total': 1024000000},"2.5""",sata 6 gb/s,0.0
samsung,860 pro,{'total': 1000000000000},"['usd', '0.200']",ssd,0.2040816326530612,{'total': 1024000000},"2.5""",sata 6 gb/s,0.0
samsung,860 qvo,{'total': 1000000000000},"['usd', '0.130']",ssd,0.2040816326530612,{'total': 1024000000},"2.5""",sata 6 gb/s,0.0
samsung,870 qvo,{'total': 8000000000000},"['usd', '0.094']",ssd,0.2040816326530612,{'total': 1024000000},"2.5""",sata 6 gb/s,0.0
samsung,950 pro,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,960 evo,{'total': 500000000000},"['usd', '0.500']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,960 pro,{'total': 1000000000000},"['usd', '0.360']",ssd,0.2040816326530612,{'total': 1024000000},m.2-2280,m.2 (m),0.0
samsung,970 evo,{'total': 500000000000},"['usd', '0.120']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,970 evo plus,{'total': 250000000000},"['usd', '0.260']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,970 pro,{'total': 1000000000000},"['usd', '0.350']",ssd,0.2040816326530612,{'total': 1024000000},m.2-2280,m.2 (m),0.0
samsung,980 pro,{'total': 250000000000},"['usd', '0.320']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,data center,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,data center series,{'total': 960000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,mmdoe56g5mxp-0vb,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 3 gb/s,0.0
samsung,mz-750120bw,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,mz-750250bw,{'total': 250000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,mz1lv960hcjh,{'total': 960000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-22110,m.2 (m),0.0
samsung,mzvpv128hdgm-00000,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,mzvpv256hdgl-00000,{'total': 256000000000},"['usd', '0.756']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,mzvpv512hdgl-00000,{'total': 512000000000},"['usd', '0.729']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,pm1633a,{'total': 15360000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sas 12 gb/s,0.0
samsung,pm843,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,pm853t data center series,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,pm863,{'total': 3840000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,pm871b,{'total': 1000000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,pm883,{'total': 480000000000},"['usd', '0.292']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,pm951,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,pm961,{'total': 512000000000},"['usd', '0.747']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,pm981,{'total': 512000000000},"['usd', '0.127']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,pm981a,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,sm843t data center series,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,sm843tn,{'total': 480000000000},"['usd', '0.456']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,sm863,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
samsung,sm951,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,sm961,{'total': 1000000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
samsung,spinpoint f1 ce,{'total': 640000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"3.5""",sata 3 gb/s,0.0
samsung,spinpoint f1 dt,{'total': 160000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"3.5""",sata 3 gb/s,0.0
samsung,spinpoint f1 eg,{'total': 750000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
samsung,spinpoint f1 raid,{'total': 250000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"3.5""",sata 3 gb/s,0.0
samsung,spinpoint f2 eg,{'total': 1500000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
samsung,spinpoint f3 eg,{'total': 1000000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
samsung,spinpoint f3 re,{'total': 640000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"3.5""",sata 3 gb/s,0.0
samsung,spinpoint f3r,{'total': 1000000000000},"['usd', '0.080']",hdd,0.2040816326530612,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
samsung,spinpoint f4,{'total': 2000000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
samsung,spinpoint f4eg,{'total': 1500000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
samsung,spinpoint m series,{'total': 160000000000},"['usd', '0.312']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 1.5 gb/s,0.0
samsung,spinpoint m5,{'total': 160000000000},"['usd', '0.307']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",pata 100,0.0
samsung,spinpoint m7,{'total': 120000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
samsung,spinpoint m7e,{'total': 640000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
samsung,spinpoint m8,{'total': 250000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
samsung,spinpoint m9t,{'total': 2000000000000},"['usd', '0.044']",hdd,0.0204081632653061,{'total': 32000000},"2.5""",sata 6 gb/s,0.0
samsung,spinpoint mp4,{'total': 640000000000},"['usd', '0.073']",hdd,0.2040816326530612,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
samsung,xp941,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 16000000},m.2-2280,m.2 (m),0.0
samsung,xp941 series,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
sandisk,cloudspeed eco gen. ii,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,cloudspeed ultra gen. ii,{'total': 800000000000},"['usd', '0.235']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,extreme,{'total': 480000000000},"['usd', '1.680']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,extreme ii,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,extreme pro,{'total': 240000000000},"['usd', '0.400']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,readycache,{'total': 32000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,sd6sb2m-128g-1022i,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,sdsa6gm-128g-1122,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,ssd plus,{'total': 2000000000000},"['usd', '0.095']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,u110,{'total': 64000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,ultra,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 3 gb/s,0.0
sandisk,ultra 3d,{'total': 2000000000000},"['usd', '0.115']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,ultra ii,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},msata,msata,0.0
sandisk,ultra plus,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,x110,{'total': 64000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,x210,{'total': 250000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,x300s,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,x400,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (b+m),0.0
sandisk,x600,{'total': 128000000000},"['usd', '0.422']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
sandisk,z400s,{'total': 64000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (b+m),0.0
sandisk,z410,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
seagate,1200 ssd,{'total': 200000000000},"['usd', '3.959']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sas 12 gb/s,0.0
seagate,600 pro,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
seagate,600 pro series,{'total': 400000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
seagate,600 series,{'total': 240000000000},"['usd', '0.583']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
seagate,archive,{'total': 8000000000000},"['usd', '0.00']",hdd,0.0714285714285714,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
seagate,archive hdd v2,{'total': 6000000000000},"['usd', '0.00']",hdd,0.0714285714285714,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
seagate,barracuda 120,{'total': 2000000000000},"['usd', '0.112']",ssd,0.0204081632653061,{'total': 128000000},"2.5""",sata 6 gb/s,0.0
seagate,barracuda 510,{'total': 500000000000},"['usd', '0.154']",ssd,0.0204081632653061,{'total': 128000000},m.2-2280,m.2 (m),0.0
seagate,barracuda pro,{'total': 5000000000000},"['usd', '0.085']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
seagate,barracuda pro compute,{'total': 1000000000000},"['usd', '0.058']",hdd,0.2040816326530612,{'total': 128000000},"2.5""",sata 6 gb/s,0.0
seagate,barracuda,{'total': 6000000000000},"['usd', '0.024']",hdd,0.0204081632653061,{'total': 256000000},"3.5""",sata 6 gb/s,0.0
seagate,barracuda 7200.10,{'total': 80000000000},"['usd', '1.841']",hdd,0.2040816326530612,{'total': 2000000},"3.5""",sata 3 gb/s,0.0
seagate,barracuda 7200.11,{'total': 320000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"3.5""",sata 3 gb/s,0.0
seagate,barracuda 7200.12,{'total': 500000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"3.5""",sata 3 gb/s,0.0
seagate,barracuda 7200.9,{'total': 160000000000},"['usd', '0.937']",hdd,0.2040816326530612,{'total': 8000000},"3.5""",sata 6 gb/s,0.0
seagate,barracuda compute,{'total': 2000000000000},"['usd', '0.027']",hdd,0.2040816326530612,{'total': 256000000},"3.5""",sata 6 gb/s,0.0
seagate,barracuda computer,{'total': 1000000000000},"['usd', '0.130']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
seagate,barracuda es,{'total': 250000000000},"['usd', '0.160']",hdd,0.2040816326530612,{'total': 16000000},"3.5""",sata 6 gb/s,0.0
seagate,barracuda es.2,{'total': 1000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
seagate,barracuda green,{'total': 1500000000000},"['usd', '0.00']",hdd,0.0714285714285714,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
seagate,barracuda lp,{'total': 2000000000000},"['usd', '0.048']",hdd,0.0714285714285714,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
seagate,barracuda xt,{'total': 3000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
seagate,cheetah 15k.7,{'total': 600000000000},"['usd', '0.133']",hdd,1.0,{'total': 16000000},"3.5""",sas 6 gb/s,0.0
seagate,constellation,{'total': 500000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"2.5""",sas 6 gb/s,0.0
seagate,constellation cs,{'total': 2000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
seagate,constellation cs ise,{'total': 2000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
seagate,constellation es,{'total': 500000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sas 6 gb/s,0.0
seagate,constellation es.2,{'total': 2000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sas 6 gb/s,0.0
seagate,constellation es.3,{'total': 1000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
seagate,constellation product series:es.3,{'total': 3000000000000},"['usd', '0.139']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
seagate,constellation.2,{'total': 250000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"2.5""",sata 6 gb/s,0.0
seagate,desktop,{'total': 8000000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
seagate,desktop hdd,{'total': 4000000000000},"['usd', '0.022']",hdd,0.0714285714285714,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
seagate,ee25.2 series,{'total': 40000000000},"['usd', '0.750']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
seagate,exos enterprise,{'total': 1000000000000},"['usd', '0.182']",hdd,0.2040816326530612,{'total': 128000000},"2.5""",sata 6 gb/s,0.0
seagate,exos enterprise x18,{'total': 18000000000000},"['usd', '0.028']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
seagate,enterprise,{'total': 6000000000000},"['usd', '0.041']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sas 12 gb/s,0.0
seagate,enterprise capacity,{'total': 4000000000000},"['usd', '0.048']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sas 12 gb/s,0.0
